X,E,XE,X^*,P1,X^*P[1],Y,X^*Y,Y^*,P[2],Y^*P[2],t
279.0,36.0,58.0,356.0,14.0,18.0,297.0,46.0,210.0,18.0,14.0,48.79573107932953
279.0,36.0,58.0,357.0,14.0,18.0,297.0,45.0,211.0,18.0,14.0,48.80254054384366
279.0,36.0,58.0,356.0,14.0,18.0,296.0,46.0,211.0,18.0,14.0,48.8069636450688
280.0,36.0,58.0,356.0,15.0,17.0,296.0,46.0,211.0,18.0,14.0,48.83368939477007
280.0,36.0,58.0,357.0,15.0,17.0,296.0,45.0,212.0,18.0,14.0,48.865597167150824
279.0,35.0,59.0,357.0,15.0,17.0,296.0,45.0,212.0,18.0,14.0,48.890989356535634
278.0,34.0,60.0,357.0,15.0,17.0,296.0,45.0,212.0,18.0,14.0,48.89152676691603
278.0,34.0,60.0,358.0,15.0,17.0,296.0,44.0,213.0,18.0,14.0,48.89157069738534
278.0,35.0,59.0,359.0,15.0,17.0,296.0,44.0,213.0,18.0,14.0,48.918860868716656
278.0,36.0,58.0,360.0,15.0,17.0,296.0,44.0,213.0,18.0,14.0,48.92470105325838
279.0,36.0,58.0,360.0,16.0,16.0,296.0,44.0,213.0,18.0,14.0,48.93535620594112
279.0,36.0,58.0,359.0,16.0,16.0,295.0,45.0,213.0,18.0,14.0,48.94145142643749
280.0,36.0,58.0,359.0,17.0,15.0,295.0,45.0,213.0,18.0,14.0,48.950191707073245
280.0,36.0,58.0,360.0,17.0,15.0,295.0,44.0,214.0,18.0,14.0,48.97757689064209
281.0,36.0,58.0,360.0,18.0,14.0,295.0,44.0,214.0,18.0,14.0,48.994617122607735
281.0,36.0,58.0,360.0,18.0,14.0,295.0,44.0,213.0,17.0,15.0,48.99758427246548
281.0,36.0,58.0,359.0,18.0,14.0,294.0,45.0,213.0,17.0,15.0,49.00353652741017
280.0,35.0,59.0,359.0,18.0,14.0,294.0,45.0,213.0,17.0,15.0,49.02556899796134
280.0,35.0,59.0,358.0,18.0,14.0,293.0,46.0,213.0,17.0,15.0,49.044840002160356
280.0,35.0,59.0,357.0,18.0,14.0,292.0,47.0,213.0,17.0,15.0,49.05194111339139
280.0,35.0,59.0,356.0,17.0,15.0,292.0,47.0,213.0,17.0,15.0,49.0592090962344
279.0,34.0,60.0,356.0,17.0,15.0,292.0,47.0,213.0,17.0,15.0,49.07975648740376
279.0,35.0,59.0,357.0,17.0,15.0,292.0,47.0,213.0,17.0,15.0,49.086156416345766
279.0,35.0,59.0,356.0,17.0,15.0,291.0,48.0,213.0,17.0,15.0,49.12276664166329
279.0,35.0,59.0,356.0,17.0,15.0,292.0,48.0,213.0,18.0,14.0,49.15150352996371
279.0,35.0,59.0,355.0,16.0,16.0,292.0,48.0,213.0,18.0,14.0,49.16285441798762
279.0,35.0,59.0,354.0,15.0,17.0,292.0,48.0,213.0,18.0,14.0,49.1824771936542
279.0,35.0,59.0,353.0,15.0,17.0,291.0,49.0,213.0,18.0,14.0,49.236170616411584
279.0,35.0,59.0,353.0,15.0,17.0,292.0,49.0,213.0,19.0,13.0,49.253478340533974
278.0,34.0,60.0,353.0,15.0,17.0,292.0,49.0,213.0,19.0,13.0,49.263852359684506
278.0,34.0,60.0,354.0,15.0,17.0,292.0,48.0,214.0,19.0,13.0,49.282666899704004
278.0,35.0,59.0,355.0,15.0,17.0,292.0,48.0,214.0,19.0,13.0,49.32069345528596
278.0,36.0,58.0,356.0,15.0,17.0,292.0,48.0,214.0,19.0,13.0,49.33357669379697
278.0,36.0,58.0,356.0,15.0,17.0,292.0,48.0,213.0,18.0,14.0,49.34090878287975
277.0,35.0,59.0,356.0,15.0,17.0,292.0,48.0,213.0,18.0,14.0,49.35567774676693
278.0,35.0,59.0,356.0,16.0,16.0,292.0,48.0,213.0,18.0,14.0,49.36237807544698
278.0,35.0,59.0,357.0,16.0,16.0,292.0,47.0,214.0,18.0,14.0,49.36459989584617
279.0,35.0,59.0,357.0,17.0,15.0,292.0,47.0,214.0,18.0,14.0,49.39843025570222
278.0,34.0,60.0,357.0,17.0,15.0,292.0,47.0,214.0,18.0,14.0,49.41211435771061
278.0,34.0,60.0,357.0,17.0,15.0,293.0,47.0,214.0,19.0,13.0,49.42946808272274
277.0,33.0,61.0,357.0,17.0,15.0,293.0,47.0,214.0,19.0,13.0,49.43257538153119
277.0,33.0,61.0,357.0,17.0,15.0,294.0,47.0,214.0,20.0,12.0,49.4497008700039
277.0,33.0,61.0,358.0,17.0,15.0,294.0,46.0,215.0,20.0,12.0,49.46023763194194
277.0,33.0,61.0,357.0,16.0,16.0,294.0,46.0,215.0,20.0,12.0,49.46493167207642
277.0,34.0,60.0,358.0,16.0,16.0,294.0,46.0,215.0,20.0,12.0,49.46541086863329
277.0,35.0,59.0,359.0,16.0,16.0,294.0,46.0,215.0,20.0,12.0,49.51108022359341
277.0,35.0,59.0,360.0,16.0,16.0,294.0,45.0,216.0,20.0,12.0,49.5738551127523
276.0,34.0,60.0,360.0,16.0,16.0,294.0,45.0,216.0,20.0,12.0,49.583157337088025
276.0,34.0,60.0,359.0,15.0,17.0,294.0,45.0,216.0,20.0,12.0,49.65823268869263
276.0,34.0,60.0,358.0,14.0,18.0,294.0,45.0,216.0,20.0,12.0,49.663860415091484
276.0,35.0,59.0,359.0,14.0,18.0,294.0,45.0,216.0,20.0,12.0,49.74237626158262
277.0,35.0,59.0,359.0,15.0,17.0,294.0,45.0,216.0,20.0,12.0,49.77539817771567
278.0,35.0,59.0,359.0,16.0,16.0,294.0,45.0,216.0,20.0,12.0,49.78361066888339
277.0,34.0,60.0,359.0,16.0,16.0,294.0,45.0,216.0,20.0,12.0,49.861146866392154
277.0,34.0,60.0,360.0,16.0,16.0,294.0,44.0,217.0,20.0,12.0,49.88075357581035
276.0,33.0,61.0,360.0,16.0,16.0,294.0,44.0,217.0,20.0,12.0,49.90139878981344
276.0,33.0,61.0,359.0,16.0,16.0,293.0,45.0,217.0,20.0,12.0,49.928142353195874
276.0,33.0,61.0,358.0,15.0,17.0,293.0,45.0,217.0,20.0,12.0,49.942454985385204
277.0,33.0,61.0,358.0,16.0,16.0,293.0,45.0,217.0,20.0,12.0,49.95626316429575
277.0,33.0,61.0,357.0,15.0,17.0,293.0,45.0,217.0,20.0,12.0,49.9578573822833
277.0,33.0,61.0,356.0,15.0,17.0,292.0,46.0,217.0,20.0,12.0,49.9609175612327
277.0,34.0,60.0,357.0,15.0,17.0,292.0,46.0,217.0,20.0,12.0,49.98272434785818
277.0,34.0,60.0,358.0,15.0,17.0,292.0,45.0,218.0,20.0,12.0,49.99052096967755
277.0,34.0,60.0,358.0,15.0,17.0,292.0,45.0,217.0,19.0,13.0,50.00029580264117
278.0,34.0,60.0,358.0,16.0,16.0,292.0,45.0,217.0,19.0,13.0,50.04104045006283
278.0,34.0,60.0,358.0,16.0,16.0,292.0,45.0,216.0,18.0,14.0,50.05895487908861
279.0,34.0,60.0,358.0,17.0,15.0,292.0,45.0,216.0,18.0,14.0,50.059057531816215
279.0,34.0,60.0,357.0,17.0,15.0,291.0,46.0,216.0,18.0,14.0,50.062730307277704
279.0,35.0,59.0,358.0,17.0,15.0,291.0,46.0,216.0,18.0,14.0,50.06318362817879
279.0,35.0,59.0,358.0,17.0,15.0,292.0,46.0,216.0,19.0,13.0,50.06772944670985
279.0,35.0,59.0,357.0,17.0,15.0,291.0,47.0,216.0,19.0,13.0,50.075582738403305
279.0,35.0,59.0,356.0,17.0,15.0,290.0,48.0,216.0,19.0,13.0,50.10706565734903
279.0,35.0,59.0,355.0,16.0,16.0,290.0,48.0,216.0,19.0,13.0,50.110402658015964
279.0,36.0,58.0,356.0,16.0,16.0,290.0,48.0,216.0,19.0,13.0,50.11908021402493
279.0,36.0,58.0,355.0,15.0,17.0,290.0,48.0,216.0,19.0,13.0,50.13723679463557
279.0,37.0,57.0,356.0,15.0,17.0,290.0,48.0,216.0,19.0,13.0,50.14124152626911
279.0,37.0,57.0,356.0,15.0,17.0,290.0,48.0,215.0,18.0,14.0,50.18449832063091
279.0,38.0,56.0,357.0,15.0,17.0,290.0,48.0,215.0,18.0,14.0,50.20461321841622
279.0,39.0,55.0,358.0,15.0,17.0,290.0,48.0,215.0,18.0,14.0,50.23514766336546
279.0,39.0,55.0,357.0,15.0,17.0,289.0,49.0,215.0,18.0,14.0,50.240251006630814
279.0,39.0,55.0,356.0,14.0,18.0,289.0,49.0,215.0,18.0,14.0,50.24304254076834
279.0,39.0,55.0,355.0,14.0,18.0,288.0,50.0,215.0,18.0,14.0,50.257881100733925
279.0,39.0,55.0,356.0,14.0,18.0,288.0,49.0,216.0,18.0,14.0,50.260976779272774
279.0,39.0,55.0,357.0,14.0,18.0,288.0,48.0,217.0,18.0,14.0,50.27758861402674
279.0,39.0,55.0,357.0,14.0,18.0,288.0,48.0,216.0,17.0,15.0,50.28729289416615
279.0,39.0,55.0,356.0,14.0,18.0,287.0,49.0,216.0,17.0,15.0,50.31662608684027
279.0,40.0,54.0,357.0,14.0,18.0,287.0,49.0,216.0,17.0,15.0,50.352333214956225
279.0,40.0,54.0,357.0,14.0,18.0,287.0,49.0,215.0,16.0,16.0,50.435460794689355
279.0,40.0,54.0,356.0,13.0,19.0,287.0,49.0,215.0,16.0,16.0,50.45843871160618
279.0,40.0,54.0,357.0,13.0,19.0,287.0,48.0,216.0,16.0,16.0,50.46081068279942
279.0,40.0,54.0,356.0,12.0,20.0,287.0,48.0,216.0,16.0,16.0,50.46114617493364
279.0,40.0,54.0,355.0,12.0,20.0,286.0,49.0,216.0,16.0,16.0,50.475871831719466
280.0,40.0,54.0,355.0,13.0,19.0,286.0,49.0,216.0,16.0,16.0,50.47766935787885
280.0,40.0,54.0,354.0,12.0,20.0,286.0,49.0,216.0,16.0,16.0,50.48258966424944
281.0,40.0,54.0,354.0,13.0,19.0,286.0,49.0,216.0,16.0,16.0,50.50109779614014
281.0,40.0,54.0,354.0,13.0,19.0,287.0,49.0,216.0,17.0,15.0,50.50218659501983
280.0,39.0,55.0,354.0,13.0,19.0,287.0,49.0,216.0,17.0,15.0,50.504194274392184
280.0,39.0,55.0,354.0,13.0,19.0,288.0,49.0,216.0,18.0,14.0,50.50548058502285
279.0,38.0,56.0,354.0,13.0,19.0,288.0,49.0,216.0,18.0,14.0,50.54511661049875
279.0,38.0,56.0,355.0,13.0,19.0,288.0,48.0,217.0,18.0,14.0,50.55025050846821
279.0,39.0,55.0,356.0,13.0,19.0,288.0,48.0,217.0,18.0,14.0,50.582062981325656
279.0,39.0,55.0,355.0,12.0,20.0,288.0,48.0,217.0,18.0,14.0,50.60589692277882
280.0,39.0,55.0,355.0,13.0,19.0,288.0,48.0,217.0,18.0,14.0,50.64015757835898
280.0,39.0,55.0,355.0,13.0,19.0,289.0,48.0,217.0,19.0,13.0,50.65270183778635
280.0,40.0,54.0,356.0,13.0,19.0,289.0,48.0,217.0,19.0,13.0,50.745066579104346
279.0,39.0,55.0,356.0,13.0,19.0,289.0,48.0,217.0,19.0,13.0,50.76746776951092
279.0,39.0,55.0,355.0,13.0,19.0,288.0,49.0,217.0,19.0,13.0,50.76819209566042
278.0,38.0,56.0,355.0,13.0,19.0,288.0,49.0,217.0,19.0,13.0,50.77132862137257
278.0,38.0,56.0,355.0,13.0,19.0,289.0,49.0,217.0,20.0,12.0,50.77160328570284
277.0,37.0,57.0,355.0,13.0,19.0,289.0,49.0,217.0,20.0,12.0,50.80701162174442
277.0,37.0,57.0,355.0,13.0,19.0,289.0,49.0,216.0,19.0,13.0,50.84435896657275
277.0,37.0,57.0,354.0,13.0,19.0,288.0,50.0,216.0,19.0,13.0,50.84629582275763
277.0,37.0,57.0,355.0,13.0,19.0,288.0,49.0,217.0,19.0,13.0,50.87049267131115
277.0,37.0,57.0,354.0,13.0,19.0,287.0,50.0,217.0,19.0,13.0,50.882594812010154
277.0,38.0,56.0,355.0,13.0,19.0,287.0,50.0,217.0,19.0,13.0,50.900150360002115
277.0,39.0,55.0,356.0,13.0,19.0,287.0,50.0,217.0,19.0,13.0,50.91314305140976
277.0,39.0,55.0,355.0,13.0,19.0,286.0,51.0,217.0,19.0,13.0,50.91388595186279
277.0,40.0,54.0,356.0,13.0,19.0,286.0,51.0,217.0,19.0,13.0,50.91666158819259
277.0,40.0,54.0,355.0,13.0,19.0,285.0,52.0,217.0,19.0,13.0,50.928140208471014
277.0,41.0,53.0,356.0,13.0,19.0,285.0,52.0,217.0,19.0,13.0,50.97557589377536
277.0,41.0,53.0,356.0,13.0,19.0,286.0,52.0,217.0,20.0,12.0,50.976852512716334
278.0,41.0,53.0,356.0,14.0,18.0,286.0,52.0,217.0,20.0,12.0,50.97819485077799
278.0,41.0,53.0,355.0,14.0,18.0,285.0,53.0,217.0,20.0,12.0,50.99356211855528
277.0,40.0,54.0,355.0,14.0,18.0,285.0,53.0,217.0,20.0,12.0,51.017956751509935
277.0,40.0,54.0,354.0,14.0,18.0,284.0,54.0,217.0,20.0,12.0,51.02585604978218
276.0,39.0,55.0,354.0,14.0,18.0,284.0,54.0,217.0,20.0,12.0,51.034497594490006
276.0,39.0,55.0,353.0,14.0,18.0,283.0,55.0,217.0,20.0,12.0,51.0541402339708
276.0,39.0,55.0,354.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.07026524254924
276.0,40.0,54.0,355.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.12244671457568
276.0,41.0,53.0,356.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.14209610248198
275.0,40.0,54.0,356.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.15416878233385
275.0,40.0,54.0,356.0,14.0,18.0,283.0,54.0,217.0,19.0,13.0,51.17235082346612
274.0,39.0,55.0,356.0,14.0,18.0,283.0,54.0,217.0,19.0,13.0,51.19336011877582
274.0,39.0,55.0,356.0,14.0,18.0,284.0,54.0,217.0,20.0,12.0,51.20756939473964
275.0,39.0,55.0,356.0,15.0,17.0,284.0,54.0,217.0,20.0,12.0,51.21457159244461
275.0,40.0,54.0,357.0,15.0,17.0,284.0,54.0,217.0,20.0,12.0,51.23157640090576
275.0,40.0,54.0,356.0,15.0,17.0,283.0,55.0,217.0,20.0,12.0,51.237742613775424
275.0,40.0,54.0,357.0,15.0,17.0,283.0,54.0,218.0,20.0,12.0,51.2657841911339
275.0,40.0,54.0,356.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.27001738107586
274.0,39.0,55.0,356.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.305059267701616
274.0,40.0,54.0,357.0,14.0,18.0,283.0,54.0,218.0,20.0,12.0,51.318521352898806
274.0,40.0,54.0,358.0,14.0,18.0,283.0,53.0,219.0,20.0,12.0,51.326298095224224
273.0,39.0,55.0,358.0,14.0,18.0,283.0,53.0,219.0,20.0,12.0,51.33263405940878
273.0,40.0,54.0,359.0,14.0,18.0,283.0,53.0,219.0,20.0,12.0,51.349821283477326
273.0,40.0,54.0,360.0,14.0,18.0,283.0,52.0,220.0,20.0,12.0,51.36802290423742
273.0,40.0,54.0,360.0,14.0,18.0,283.0,52.0,219.0,19.0,13.0,51.39482117738304
273.0,40.0,54.0,361.0,14.0,18.0,283.0,51.0,220.0,19.0,13.0,51.39646843288128
273.0,41.0,53.0,362.0,14.0,18.0,283.0,51.0,220.0,19.0,13.0,51.396835008403364
273.0,41.0,53.0,361.0,14.0,18.0,282.0,52.0,220.0,19.0,13.0,51.40116004823085
273.0,41.0,53.0,362.0,14.0,18.0,282.0,51.0,221.0,19.0,13.0,51.41075718245941
273.0,41.0,53.0,361.0,14.0,18.0,281.0,52.0,221.0,19.0,13.0,51.41284549509184
273.0,41.0,53.0,362.0,14.0,18.0,281.0,51.0,222.0,19.0,13.0,51.42775231259854
273.0,41.0,53.0,361.0,14.0,18.0,280.0,52.0,222.0,19.0,13.0,51.43114109030264
273.0,41.0,53.0,360.0,14.0,18.0,279.0,53.0,222.0,19.0,13.0,51.43293983236828
273.0,41.0,53.0,361.0,14.0,18.0,279.0,52.0,223.0,19.0,13.0,51.480291193786165
273.0,41.0,53.0,360.0,14.0,18.0,278.0,53.0,223.0,19.0,13.0,51.48144603565541
273.0,41.0,53.0,359.0,13.0,19.0,278.0,53.0,223.0,19.0,13.0,51.486586222029096
274.0,41.0,53.0,359.0,14.0,18.0,278.0,53.0,223.0,19.0,13.0,51.489554666797915
274.0,42.0,52.0,360.0,14.0,18.0,278.0,53.0,223.0,19.0,13.0,51.49179857539006
274.0,42.0,52.0,361.0,14.0,18.0,278.0,52.0,224.0,19.0,13.0,51.498727537187044
274.0,43.0,51.0,362.0,14.0,18.0,278.0,52.0,224.0,19.0,13.0,51.49967458467855
274.0,43.0,51.0,362.0,14.0,18.0,278.0,52.0,223.0,18.0,14.0,51.52747650571653
274.0,43.0,51.0,363.0,14.0,18.0,278.0,51.0,224.0,18.0,14.0,51.53367601894263
274.0,43.0,51.0,364.0,14.0,18.0,278.0,50.0,225.0,18.0,14.0,51.55428877921339
274.0,43.0,51.0,365.0,14.0,18.0,278.0,49.0,226.0,18.0,14.0,51.58416044712367
273.0,42.0,52.0,365.0,14.0,18.0,278.0,49.0,226.0,18.0,14.0,51.668790449651794
273.0,42.0,52.0,365.0,14.0,18.0,279.0,49.0,226.0,19.0,13.0,51.73075096082587
273.0,42.0,52.0,366.0,14.0,18.0,279.0,48.0,227.0,19.0,13.0,51.770989024746065
273.0,42.0,52.0,367.0,14.0,18.0,279.0,47.0,228.0,19.0,13.0,51.79871199521091
274.0,42.0,52.0,367.0,15.0,17.0,279.0,47.0,228.0,19.0,13.0,51.80669427908195
274.0,42.0,52.0,366.0,14.0,18.0,279.0,47.0,228.0,19.0,13.0,51.81413740886561
273.0,41.0,53.0,366.0,14.0,18.0,279.0,47.0,228.0,19.0,13.0,51.82522827906828
273.0,41.0,53.0,366.0,14.0,18.0,279.0,47.0,227.0,18.0,14.0,51.851100446306106
273.0,41.0,53.0,365.0,14.0,18.0,278.0,48.0,227.0,18.0,14.0,51.86936638902186
273.0,41.0,53.0,364.0,14.0,18.0,277.0,49.0,227.0,18.0,14.0,51.879017545654534
272.0,40.0,54.0,364.0,14.0,18.0,277.0,49.0,227.0,18.0,14.0,51.88720198019503
271.0,39.0,55.0,364.0,14.0,18.0,277.0,49.0,227.0,18.0,14.0,51.90296978010156
271.0,39.0,55.0,364.0,14.0,18.0,277.0,49.0,226.0,17.0,15.0,51.9172930365328
271.0,40.0,54.0,365.0,14.0,18.0,277.0,49.0,226.0,17.0,15.0,51.92135876317317
270.0,39.0,55.0,365.0,14.0,18.0,277.0,49.0,226.0,17.0,15.0,51.9252066657923
270.0,39.0,55.0,364.0,13.0,19.0,277.0,49.0,226.0,17.0,15.0,51.938720584605626
269.0,38.0,56.0,364.0,13.0,19.0,277.0,49.0,226.0,17.0,15.0,51.94031994906785
268.0,37.0,57.0,364.0,13.0,19.0,277.0,49.0,226.0,17.0,15.0,51.95624750896996
268.0,38.0,56.0,365.0,13.0,19.0,277.0,49.0,226.0,17.0,15.0,51.95961843863579
268.0,38.0,56.0,364.0,12.0,20.0,277.0,49.0,226.0,17.0,15.0,51.96063772521852
268.0,38.0,56.0,364.0,12.0,20.0,278.0,49.0,226.0,18.0,14.0,51.97407406349585
268.0,38.0,56.0,365.0,12.0,20.0,278.0,48.0,227.0,18.0,14.0,51.99642334921359
267.0,37.0,57.0,365.0,12.0,20.0,278.0,48.0,227.0,18.0,14.0,52.01757821090116
267.0,37.0,57.0,365.0,12.0,20.0,278.0,48.0,226.0,17.0,15.0,52.0181403586898
267.0,38.0,56.0,366.0,12.0,20.0,278.0,48.0,226.0,17.0,15.0,52.02437297341217
267.0,38.0,56.0,365.0,12.0,20.0,277.0,49.0,226.0,17.0,15.0,52.03446428399341
267.0,38.0,56.0,364.0,12.0,20.0,276.0,50.0,226.0,17.0,15.0,52.08262357236532
266.0,37.0,57.0,364.0,12.0,20.0,276.0,50.0,226.0,17.0,15.0,52.10176668982183
266.0,38.0,56.0,365.0,12.0,20.0,276.0,50.0,226.0,17.0,15.0,52.2056691887247
266.0,38.0,56.0,364.0,12.0,20.0,275.0,51.0,226.0,17.0,15.0,52.21069995489027
266.0,39.0,55.0,365.0,12.0,20.0,275.0,51.0,226.0,17.0,15.0,52.21569829511915
266.0,39.0,55.0,364.0,12.0,20.0,274.0,52.0,226.0,17.0,15.0,52.23396556286305
266.0,39.0,55.0,363.0,11.0,21.0,274.0,52.0,226.0,17.0,15.0,52.24918980515216
266.0,39.0,55.0,363.0,11.0,21.0,275.0,52.0,226.0,18.0,14.0,52.2510142705925
266.0,39.0,55.0,364.0,11.0,21.0,275.0,51.0,227.0,18.0,14.0,52.275718231446064
266.0,39.0,55.0,364.0,11.0,21.0,275.0,51.0,226.0,17.0,15.0,52.290944705902945
265.0,38.0,56.0,364.0,11.0,21.0,275.0,51.0,226.0,17.0,15.0,52.30761093274452
264.0,37.0,57.0,364.0,11.0,21.0,275.0,51.0,226.0,17.0,15.0,52.315556475635454
264.0,37.0,57.0,364.0,11.0,21.0,275.0,51.0,225.0,16.0,16.0,52.316080132391285
264.0,37.0,57.0,364.0,11.0,21.0,275.0,51.0,224.0,15.0,17.0,52.31928474176133
264.0,38.0,56.0,365.0,11.0,21.0,275.0,51.0,224.0,15.0,17.0,52.323514475521236
264.0,38.0,56.0,364.0,11.0,21.0,274.0,52.0,224.0,15.0,17.0,52.32562605439118
265.0,38.0,56.0,364.0,12.0,20.0,274.0,52.0,224.0,15.0,17.0,52.32844179674068
265.0,38.0,56.0,363.0,11.0,21.0,274.0,52.0,224.0,15.0,17.0,52.35222301713828
264.0,37.0,57.0,363.0,11.0,21.0,274.0,52.0,224.0,15.0,17.0,52.35864317362092
264.0,37.0,57.0,362.0,11.0,21.0,273.0,53.0,224.0,15.0,17.0,52.39898450931153
265.0,37.0,57.0,362.0,12.0,20.0,273.0,53.0,224.0,15.0,17.0,52.41501074835583
266.0,37.0,57.0,362.0,13.0,19.0,273.0,53.0,224.0,15.0,17.0,52.42665084802949
266.0,37.0,57.0,363.0,13.0,19.0,273.0,52.0,225.0,15.0,17.0,52.45312826246571
266.0,37.0,57.0,364.0,13.0,19.0,273.0,51.0,226.0,15.0,17.0,52.51671134737259
266.0,37.0,57.0,364.0,13.0,19.0,273.0,51.0,225.0,14.0,18.0,52.52452596254415
266.0,38.0,56.0,365.0,13.0,19.0,273.0,51.0,225.0,14.0,18.0,52.540949306557664
266.0,38.0,56.0,364.0,13.0,19.0,272.0,52.0,225.0,14.0,18.0,52.57861902551382
265.0,37.0,57.0,364.0,13.0,19.0,272.0,52.0,225.0,14.0,18.0,52.59906682835423
265.0,37.0,57.0,364.0,13.0,19.0,272.0,52.0,224.0,13.0,19.0,52.60799122989016
265.0,37.0,57.0,365.0,13.0,19.0,272.0,51.0,225.0,13.0,19.0,52.61272610560709
265.0,37.0,57.0,364.0,13.0,19.0,271.0,52.0,225.0,13.0,19.0,52.64036544169001
265.0,37.0,57.0,363.0,13.0,19.0,270.0,53.0,225.0,13.0,19.0,52.686930334108894
265.0,37.0,57.0,362.0,13.0,19.0,269.0,54.0,225.0,13.0,19.0,52.710601209505825
265.0,37.0,57.0,361.0,13.0,19.0,268.0,55.0,225.0,13.0,19.0,52.712623130131604
265.0,37.0,57.0,360.0,12.0,20.0,268.0,55.0,225.0,13.0,19.0,52.71415950312495
265.0,37.0,57.0,359.0,11.0,21.0,268.0,55.0,225.0,13.0,19.0,52.72166018166629
265.0,37.0,57.0,358.0,11.0,21.0,267.0,56.0,225.0,13.0,19.0,52.73289354166973
265.0,37.0,57.0,357.0,11.0,21.0,266.0,57.0,225.0,13.0,19.0,52.74397765792746
264.0,36.0,58.0,357.0,11.0,21.0,266.0,57.0,225.0,13.0,19.0,52.74638260652081
264.0,36.0,58.0,358.0,11.0,21.0,266.0,56.0,226.0,13.0,19.0,52.760830894349446
264.0,36.0,58.0,358.0,11.0,21.0,266.0,56.0,225.0,12.0,20.0,52.766768635461304
263.0,35.0,59.0,358.0,11.0,21.0,266.0,56.0,225.0,12.0,20.0,52.767736768179866
262.0,34.0,60.0,358.0,11.0,21.0,266.0,56.0,225.0,12.0,20.0,52.777324557040224
261.0,33.0,61.0,358.0,11.0,21.0,266.0,56.0,225.0,12.0,20.0,52.83715538023609
261.0,33.0,61.0,359.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.85205332698022
260.0,32.0,62.0,359.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.86728518306806
260.0,33.0,61.0,360.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.87043191120359
259.0,32.0,62.0,360.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.87387037086474
259.0,33.0,61.0,361.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.888271235794384
258.0,32.0,62.0,361.0,11.0,21.0,266.0,55.0,226.0,12.0,20.0,52.91190147310499
259.0,32.0,62.0,361.0,12.0,20.0,266.0,55.0,226.0,12.0,20.0,52.91280416129666
259.0,32.0,62.0,362.0,12.0,20.0,266.0,54.0,227.0,12.0,20.0,52.978699630532425
259.0,32.0,62.0,363.0,12.0,20.0,266.0,53.0,228.0,12.0,20.0,52.986614120575304
259.0,32.0,62.0,363.0,12.0,20.0,267.0,53.0,228.0,13.0,19.0,52.9958933351752
259.0,32.0,62.0,364.0,12.0,20.0,267.0,52.0,229.0,13.0,19.0,53.00333174919476
259.0,33.0,61.0,365.0,12.0,20.0,267.0,52.0,229.0,13.0,19.0,53.0064375452276
259.0,33.0,61.0,364.0,12.0,20.0,266.0,53.0,229.0,13.0,19.0,53.00847346295429
259.0,33.0,61.0,365.0,12.0,20.0,266.0,52.0,230.0,13.0,19.0,53.037399599286225
259.0,33.0,61.0,365.0,12.0,20.0,267.0,52.0,230.0,14.0,18.0,53.05903343085544
259.0,34.0,60.0,366.0,12.0,20.0,267.0,52.0,230.0,14.0,18.0,53.06811758535563
259.0,34.0,60.0,365.0,11.0,21.0,267.0,52.0,230.0,14.0,18.0,53.09885549406034
259.0,35.0,59.0,366.0,11.0,21.0,267.0,52.0,230.0,14.0,18.0,53.120004963800305
260.0,35.0,59.0,366.0,12.0,20.0,267.0,52.0,230.0,14.0,18.0,53.145696035396824
260.0,35.0,59.0,367.0,12.0,20.0,267.0,51.0,231.0,14.0,18.0,53.15421442606182
259.0,34.0,60.0,367.0,12.0,20.0,267.0,51.0,231.0,14.0,18.0,53.20508219651329
259.0,34.0,60.0,367.0,12.0,20.0,267.0,51.0,230.0,13.0,19.0,53.21296592504729
259.0,34.0,60.0,368.0,12.0,20.0,267.0,50.0,231.0,13.0,19.0,53.22365894826957
259.0,34.0,60.0,367.0,12.0,20.0,266.0,51.0,231.0,13.0,19.0,53.2468843142582
259.0,34.0,60.0,368.0,12.0,20.0,266.0,50.0,232.0,13.0,19.0,53.27476867089971
259.0,34.0,60.0,367.0,12.0,20.0,265.0,51.0,232.0,13.0,19.0,53.29256462355518
259.0,34.0,60.0,367.0,12.0,20.0,266.0,51.0,232.0,14.0,18.0,53.31164985305319
259.0,34.0,60.0,366.0,12.0,20.0,265.0,52.0,232.0,14.0,18.0,53.322466431525946
259.0,35.0,59.0,367.0,12.0,20.0,265.0,52.0,232.0,14.0,18.0,53.349757439100784
259.0,35.0,59.0,366.0,12.0,20.0,264.0,53.0,232.0,14.0,18.0,53.39612556140353
259.0,35.0,59.0,367.0,12.0,20.0,264.0,52.0,233.0,14.0,18.0,53.408970177610115
260.0,35.0,59.0,367.0,13.0,19.0,264.0,52.0,233.0,14.0,18.0,53.42765787100654
260.0,35.0,59.0,367.0,13.0,19.0,264.0,52.0,232.0,13.0,19.0,53.43122301658298
